Continent;Year;Age;Value
Europe;1964;80-89;194.1303562130287
Europe;1964;90+;36.617518547207304
Europe;1965;0-9;102.95360449338995
Europe;1965;10-19;12.34158485752082
Europe;1965;20-29;18.47963629675612
Europe;1965;30-39;26.57436737281164
Europe;1965;40-49;42.89967707425634
Europe;1965;50-59;102.39794247144114
Europe;1965;60-69;188.710342453271
Europe;1965;70-79;258.5007427385962
Europe;1965;80-89;200.55617703865948
Europe;1965;90+;38.63649164217372
Europe;1966;0-9;95.47176282916989
Europe;1966;10-19;12.454500800032545
Europe;1966;20-29;18.2881341431059
Europe;1966;30-39;25.898345504650447
Europe;1966;40-49;43.228595117338735
Europe;1966;50-59;99.49562835815475
Europe;1966;60-69;189.62935359086643
Europe;1966;70-79;258.44382752677257
Europe;1966;80-89;201.92709159079968
Europe;1966;90+;39.97503518053605
Europe;1967;0-9;89.86768957749452
Europe;1967;10-19;12.136036020035043
Europe;1967;20-29;18.087188261284552
Europe;1967;30-39;25.668293326133345
Europe;1967;40-49;44.489205701686906
Europe;1967;50-59;96.29176125215962
Europe;1967;60-69;191.41729556937312
Europe;1967;70-79;259.27278351999166
Europe;1967;80-89;202.85164404109335
Europe;1967;90+;41.0925330146469
Europe;1968;0-9;87.33459196857086
Europe;1968;10-19;12.485947088908716
Europe;1968;20-29;18.430340793399694
Europe;1968;30-39;25.746307221235863
Europe;1968;40-49;47.3337500597619
Europe;1968;50-59;94.94624868005285
Europe;1968;60-69;195.98413933552973
Europe;1968;70-79;266.190753840229
Europe;1968;80-89;211.05557744645955
Europe;1968;90+;42.87627541015381
Europe;1969;0-9;83.44266148516641
Europe;1969;10-19;12.534040836036057
Europe;1969;20-29;18.729922792803837
Europe;1969;30-39;25.882329645815748
Europe;1969;40-49;49.61171046712583
Europe;1969;50-59;94.03016212767737
Europe;1969;60-69;202.95261764472403
Europe;1969;70-79;274.52875813379563
Europe;1969;80-89;212.85389461861823
Europe;1969;90+;43.39806487698838
Europe;1970;0-9;79.29216334473301
Europe;1970;10-19;12.162310654608277
Europe;1970;20-29;18.761970954116414
Europe;1970;30-39;25.385516636099236
Europe;1970;40-49;49.699405684415375
Europe;1970;50-59;90.5997108651698
Europe;1970;60-69;200.1201869542421
Europe;1970;70-79;273.6113337288279
Europe;1970;80-89;212.88548393871196
Europe;1970;90+;44.06682473676004
Europe;1971;0-9;76.36807698553588
Europe;1971;10-19;12.363562517285784
Europe;1971;20-29;18.902060557057784
Europe;1971;30-39;24.85611012647305
Europe;1971;40-49;50.53904736617885
Europe;1971;50-59;88.65606511464759
Europe;1971;60-69;200.19977186033938
Europe;1971;70-79;277.7216643936468
Europe;1971;80-89;215.68605058742807
Europe;1971;90+;45.35558765915808
Europe;1972;0-9;69.6312496105802
Europe;1972;10-19;11.503753003909917
Europe;1972;20-29;18.961177960032156
Europe;1972;30-39;24.236363363298214
Europe;1972;40-49;49.27824706203547
Europe;1972;50-59;86.316481240041
Europe;1972;60-69;196.54080575979444
Europe;1972;70-79;277.62817839457944
Europe;1972;80-89;214.74044759666586
Europe;1972;90+;45.6740790174585
Europe;1973;0-9;66.92153852027363
Europe;1973;10-19;11.601608345039262
Europe;1973;20-29;19.031038716122705
Europe;1973;30-39;23.689295377983928
Europe;1973;40-49;49.15107351842211
Europe;1973;50-59;84.1624943959577
Europe;1973;60-69;195.86147801522603
Europe;1973;70-79;282.7910555273271
Europe;1973;80-89;217.58479341185244
Europe;1973;90+;46.924845088392956
Europe;1974;0-9;62.957758179868264
Europe;1974;10-19;10.799650725907425
Europe;1974;20-29;18.879405050981692
Europe;1974;30-39;23.107806399738823
Europe;1974;40-49;48.30929320893868
Europe;1974;50-59;82.67073417649526
Europe;1974;60-69;192.9749256721803
Europe;1974;70-79;284.97433687038995
Europe;1974;80-89;218.05591589417602
Europe;1974;90+;47.95908307636429
Europe;1975;0-9;60.506860281955525
Europe;1975;10-19;10.86469005467363
Europe;1975;20-29;19.71619613903431
Europe;1975;30-39;23.21007212474868
Europe;1975;40-49;48.638388466351444
Europe;1975;50-59;83.56245060719941
Europe;1975;60-69;192.5338407504404
Europe;1975;70-79;291.5393758369495
Europe;1975;80-89;222.26041980759766
Europe;1975;90+;49.42548987058454
Europe;1976;0-9;56.89025115386449
Europe;1976;10-19;10.560623611775462
Europe;1976;20-29;19.806672460730226
Europe;1976;30-39;22.842338871769762
Europe;1976;40-49;48.059871843192205
Europe;1976;50-59;86.30178024998143
Europe;1976;60-69;188.30710417513026
Europe;1976;70-79;295.7077320162688
Europe;1976;80-89;225.83454661203808
Europe;1976;90+;51.351063238815925
Europe;1977;0-9;53.02595097224445
Europe;1977;10-19;9.984217445409097
Europe;1977;20-29;19.28234865971844
Europe;1977;30-39;22.6577045514469
Europe;1977;40-49;47.60528470457363
Europe;1977;50-59;87.8267660430134
Europe;1977;60-69;180.41820752189338
Europe;1977;70-79;294.5757713160882
Europe;1977;80-89;223.90170507186417
Europe;1977;90+;51.1838836468824
Europe;1978;0-9;50.46648809116016
Europe;1978;10-19;9.758632332893749
Europe;1978;20-29;19.831349320342067
Europe;1978;30-39;22.748677208268052
Europe;1978;40-49;47.34857660473107
Europe;1978;50-59;91.51310376657085
Europe;1978;60-69;175.7698104307675
Europe;1978;70-79;300.09513055802023
Europe;1978;80-89;229.66861061192066
Europe;1978;90+;53.191786435978706
Europe;1979;0-9;48.252594863158414
Europe;1979;10-19;9.651515485159877
Europe;1979;20-29;19.97738608122471
Europe;1979;30-39;22.99058929898235
Europe;1979;40-49;46.96860868104393
Europe;1979;50-59;94.82283752987695
Europe;1979;60-69;170.505517240332
Europe;1979;70-79;302.57589948187353
Europe;1979;80-89;233.42552170112629
Europe;1979;90+;54.44116149627488
Europe;1980;0-9;47.09455906411315
Europe;1980;10-19;9.465717247562056
Europe;1980;20-29;19.63603518557215
Europe;1980;30-39;23.265595648186313
Europe;1980;40-49;46.80789456896577
Europe;1980;50-59;96.81471441804811
Europe;1980;60-69;168.37906719583847
Europe;1980;70-79;307.32730313085113
Europe;1980;80-89;241.81469978853153
Europe;1980;90+;56.56517444786432
Europe;1981;0-9;44.08055166447727
Europe;1981;10-19;8.981001563609494
Europe;1981;20-29;19.30860002214572
Europe;1981;30-39;23.357980285244565
Europe;1981;40-49;45.81994901885883
Europe;1981;50-59;96.6226800542328
Europe;1981;60-69;164.03362567316782
Europe;1981;70-79;305.85770741293385
Europe;1981;80-89;246.2183756328986
Europe;1981;90+;57.68504618178892
Europe;1982;0-9;42.24441225727548
Europe;1982;10-19;8.405631856872237
Europe;1982;20-29;18.896088455046094
Europe;1982;30-39;23.259449547832975
Europe;1982;40-49;44.43260586762714
Europe;1982;50-59;95.64338819059847
Europe;1982;60-69;160.12162247419994
Europe;1982;70-79;304.83817861448034
Europe;1982;80-89;248.82044694007396
Europe;1982;90+;58.10644617168126
Europe;1983;0-9;40.54570565107325
Europe;1983;10-19;8.156816795836328
Europe;1983;20-29;18.498731562961158
Europe;1983;30-39;24.41716702974234
Europe;1983;40-49;44.67617559418185
Europe;1983;50-59;96.57260760198564
Europe;1983;60-69;158.7367412649396
Europe;1983;70-79;308.96886348535537
Europe;1983;80-89;257.9926890751874
Europe;1983;90+;60.48881465916375
Europe;1984;0-9;38.47961014223999
Europe;1984;10-19;7.825470978035163
Europe;1984;20-29;18.121163353153577
Europe;1984;30-39;24.906465212222596
Europe;1984;40-49;43.90252639349246
Europe;1984;50-59;95.66307400451937
Europe;1984;60-69;156.06055359270098
Europe;1984;70-79;303.9566310892925
Europe;1984;80-89;258.6888023171036
Europe;1984;90+;60.56734997267977
Europe;1985;0-9;36.632041653237124
Europe;1985;10-19;7.608612403458889
Europe;1985;20-29;17.867371045503837
Europe;1985;30-39;25.7620980761236
Europe;1985;40-49;43.27760965612886
Europe;1985;50-59;95.3820066760789
Europe;1985;60-69;157.5701812145993
Europe;1985;70-79;305.79176976720447
Europe;1985;80-89;268.74514407024367
Europe;1985;90+;63.90471960071388
Europe;1986;0-9;33.74608207568538
Europe;1986;10-19;6.9932798008767385
Europe;1986;20-29;15.862015812883602
Europe;1986;30-39;25.193761468559416
Europe;1986;40-49;41.45988029750072
Europe;1986;50-59;91.41306891082485
Europe;1986;60-69;156.77023129055075
Europe;1986;70-79;292.34124807300185
Europe;1986;80-89;267.70055185525433
Europe;1986;90+;64.38972886068457
Europe;1987;0-9;33.072776371889894
Europe;1987;10-19;6.860204194634385
Europe;1987;20-29;16.57070330718796
Europe;1987;30-39;25.320049957796062
Europe;1987;40-49;41.28351143367495
Europe;1987;50-59;91.05758489122479
Europe;1987;60-69;161.5291731767704
Europe;1987;70-79;283.72210058136716
Europe;1987;80-89;272.3192348905044
Europe;1987;90+;65.87679357180797
Europe;1988;0-9;30.833256890135104
Europe;1988;10-19;6.55636683361877
Europe;1988;20-29;14.963604988177158
Europe;1988;30-39;25.025268224849896
Europe;1988;40-49;40.5544439874147
Europe;1988;50-59;88.59768608087809
Europe;1988;60-69;165.6752883678737
Europe;1988;70-79;272.7882472768451
Europe;1988;80-89;276.075247828445
Europe;1988;90+;67.78799735031978
Europe;1989;0-9;29.287710401590058
Europe;1989;10-19;6.381172610792158
Europe;1989;20-29;15.14611629279732
Europe;1989;30-39;25.07302951738225
Europe;1989;40-49;40.74476716662289
Europe;1989;50-59;88.11658210032707
Europe;1989;60-69;169.88581469319757
Europe;1989;70-79;265.1168055870746
Europe;1989;80-89;282.3594381962361
Europe;1989;90+;71.01956256972936
Europe;1990;0-9;27.495612830498402
Europe;1990;10-19;6.299915861893759
Europe;1990;20-29;14.42831741721175
Europe;1990;30-39;24.998077558197835
Europe;1990;40-49;41.70814542992727
Europe;1990;50-59;87.4237880059875
Europe;1990;60-69;171.59332697888837
Europe;1990;70-79;261.2828937775622
Europe;1990;80-89;288.1656748540045
Europe;1990;90+;73.93884367830209
Europe;1991;0-9;26.243802182419113
Europe;1991;10-19;6.430875622607911
Europe;1991;20-29;15.24184329796248
Europe;1991;30-39;25.65232574873446
Europe;1991;40-49;43.26407169255995
Europe;1991;50-59;87.52196197306229
Europe;1991;60-69;175.00610081633988
Europe;1991;70-79;260.85128353617887
Europe;1991;80-89;294.3581400304974
Europe;1991;90+;77.68214911123233
Europe;1992;0-9;26.283323427300974
Europe;1992;10-19;7.2968886884442625
Europe;1992;20-29;19.4264491060466
Europe;1992;30-39;29.40722332662409
Europe;1992;40-49;46.87912511996605
Europe;1992;50-59;89.67374803631627
Europe;1992;60-69;177.11708367813807
Europe;1992;70-79;258.2970081613199
Europe;1992;80-89;296.7868914946731
Europe;1992;90+;80.10959664467816
Europe;1993;0-9;24.41638765567663
Europe;1993;10-19;7.362332335985857
Europe;1993;20-29;18.591375885676754
Europe;1993;30-39;29.375911876488903
Europe;1993;40-49;49.09188215180893
Europe;1993;50-59;91.31706662823805
Europe;1993;60-69;181.54159522876714
Europe;1993;70-79;261.08658769965535
Europe;1993;80-89;308.29997682354
Europe;1993;90+;85.24915105289864
Europe;1994;0-9;20.69311125822949
Europe;1994;10-19;6.0326471501928465
Europe;1994;20-29;14.49759997768368
Europe;1994;30-39;25.962959062262204
Europe;1994;40-49;48.41652421743628
Europe;1994;50-59;87.6611963248543
Europe;1994;60-69;176.2414662421863
Europe;1994;70-79;254.26998525977837
Europe;1994;80-89;303.1346350654374
Europe;1994;90+;85.78215616653826
Europe;1995;0-9;19.842702480289997
Europe;1995;10-19;5.765074168865956
Europe;1995;20-29;13.5174510284526
Europe;1995;30-39;25.446023557943107
Europe;1995;40-49;49.28549467140958
Europe;1995;50-59;87.2184197527048
Europe;1995;60-69;177.21764187755045
Europe;1995;70-79;259.88729222004173
Europe;1995;80-89;308.1082407188348
Europe;1995;90+;90.4841041354479
Europe;1996;0-9;18.276288470496837
Europe;1996;10-19;5.268837520174676
Europe;1996;20-29;12.172939350996256
Europe;1996;30-39;23.631337964997126
Europe;1996;40-49;48.5824480946418
Europe;1996;50-59;84.4632247510371
Europe;1996;60-69;173.77783912302888
Europe;1996;70-79;264.65646711785627
Europe;1996;80-89;302.9018473103176
Europe;1996;90+;93.81029434112286
Europe;1997;0-9;17.21879909531501
Europe;1997;10-19;5.152411297953731
Europe;1997;20-29;11.777947540147036
Europe;1997;30-39;22.31061820115354
Europe;1997;40-49;48.38256751325645
Europe;1997;50-59;82.90633114729431
Europe;1997;60-69;169.6604066722483
Europe;1997;70-79;269.15689789263257
Europe;1997;80-89;292.16371268015763
Europe;1997;90+;96.13169332688437
Europe;1998;0-9;15.985241032114185
Europe;1998;10-19;5.042798106633183
Europe;1998;20-29;11.790947677127384
Europe;1998;30-39;21.4118817041182
Europe;1998;40-49;48.237922607087384
Europe;1998;50-59;82.15895453234653
Europe;1998;60-69;167.68433802161093
Europe;1998;70-79;277.5957403724439
Europe;1998;80-89;283.57545127466943
Europe;1998;90+;99.58207729759827
Europe;1999;0-9;14.818868429420672
Europe;1999;10-19;5.2304742880897805
Europe;1999;20-29;12.505057553943363
Europe;1999;30-39;21.250813921907973
Europe;1999;40-49;48.42959925890733
Europe;1999;50-59;82.25832226140818
Europe;1999;60-69;165.4659946092598
Europe;1999;70-79;284.4573925102626
Europe;1999;80-89;279.4897596584996
Europe;1999;90+;104.34468208121109
Europe;2000;0-9;13.735366841594088
Europe;2000;10-19;4.558476682222442
Europe;2000;20-29;10.740318220061202
Europe;2000;30-39;19.709015577243708
Europe;2000;40-49;46.85608901964533
Europe;2000;50-59;82.29375548653275
Europe;2000;60-69;161.98151038829405
Europe;2000;70-79;285.4361202430754
Europe;2000;80-89;276.55122955791387
Europe;2000;90+;107.048554748607
Europe;2001;0-9;12.776389910332508
Europe;2001;10-19;4.313346721806976
Europe;2001;20-29;10.342991870553009
Europe;2001;30-39;18.69856731553336
Europe;2001;40-49;46.26875531691701
Europe;2001;50-59;81.9478893459305
Europe;2001;60-69;157.39725259982953
Europe;2001;70-79;283.0359443462159
Europe;2001;80-89;274.4699595708094
Europe;2001;90+;109.64483604830122
Europe;2002;0-9;12.021113996091465
Europe;2002;10-19;4.148101598505526
Europe;2002;20-29;10.146294453743938
Europe;2002;30-39;18.177604801858422
Europe;2002;40-49;45.87642970924202
Europe;2002;50-59;84.16336854782975
Europe;2002;60-69;157.2762032877679
Europe;2002;70-79;286.9725378936494
Europe;2002;80-89;281.0774139128657
Europe;2002;90+;114.98657127637726
Europe;2003;0-9;11.141775539692647
Europe;2003;10-19;3.923917234180379
Europe;2003;20-29;9.773418446566817
Europe;2003;30-39;17.46045289512068
Europe;2003;40-49;45.15686616566147
Europe;2003;50-59;85.91395924853394
Europe;2003;60-69;154.8959423475272
Europe;2003;70-79;285.21691569325503
Europe;2003;80-89;283.77984660856396
Europe;2003;90+;118.15015264020235
Europe;2004;0-9;10.755991886624612
Europe;2004;10-19;3.679903701972224
Europe;2004;20-29;9.38731923111508
Europe;2004;30-39;16.79989209436448
Europe;2004;40-49;43.65541156022464
Europe;2004;50-59;86.58544803896037
Europe;2004;60-69;150.26385775905223
Europe;2004;70-79;277.5328364729758
Europe;2004;80-89;280.0659518682553
Europe;2004;90+;116.40873393327887
Europe;2005;0-9;10.289298880716785
Europe;2005;10-19;3.45199180262643
Europe;2005;20-29;9.023750847189385
Europe;2005;30-39;16.360534114643734
Europe;2005;40-49;42.80744160002001
Europe;2005;50-59;89.13803724189633
Europe;2005;60-69;149.55420203083185
Europe;2005;70-79;278.43436599542156
Europe;2005;80-89;289.07059893817876
Europe;2005;90+;118.9234741519505
Europe;2006;0-9;9.488992442383115
Europe;2006;10-19;3.2489563017459484
Europe;2006;20-29;8.553223567843427
Europe;2006;30-39;15.635966655508824
Europe;2006;40-49;41.00154368330517
Europe;2006;50-59;89.26667426941161
Europe;2006;60-69;145.2300504920651
Europe;2006;70-79;271.79401724220685
Europe;2006;80-89;291.90326796740794
Europe;2006;90+;116.13029436570079
Europe;2007;0-9;9.212956962941261
Europe;2007;10-19;3.053920823339592
Europe;2007;20-29;8.316412204543342
Europe;2007;30-39;15.087222292082235
Europe;2007;40-49;39.5736990163506
Europe;2007;50-59;89.30504130094428
Europe;2007;60-69;144.11899417955152
Europe;2007;70-79;269.72104822866504
Europe;2007;80-89;303.3795793928607
Europe;2007;90+;114.8348061651941
Europe;2008;0-9;8.915038071437953
Europe;2008;10-19;2.8047201947997236
Europe;2008;20-29;7.909773478385922
Europe;2008;30-39;14.291567704786997
Europe;2008;40-49;37.75449492915704
Europe;2008;50-59;87.33983520720506
Europe;2008;60-69;140.9291693715236
Europe;2008;70-79;262.8284268292896
Europe;2008;80-89;309.715065165946
Europe;2008;90+;113.72716854372264
Europe;2009;0-9;8.61336298744556
Europe;2009;10-19;2.5777220867828134
Europe;2009;20-29;7.4955630739011845
Europe;2009;30-39;13.832221975518285
Europe;2009;40-49;35.89152433562606
Europe;2009;50-59;85.75102549833984
Europe;2009;60-69;140.0788355661856
Europe;2009;70-79;258.19425920530745
Europe;2009;80-89;317.1934474819194
Europe;2009;90+;114.85486101936108
Europe;2010;0-9;8.242576855602714
Europe;2010;10-19;2.3278272427238322
Europe;2010;20-29;7.121014918097448
Europe;2010;30-39;13.172295344212188
Europe;2010;40-49;34.365155978995666
Europe;2010;50-59;84.08688469350531
Europe;2010;60-69;140.78934417398324
Europe;2010;70-79;256.5286432284255
Europe;2010;80-89;324.27341042918374
Europe;2010;90+;120.21679028340294
Europe;2011;0-9;7.6319858855376665
Europe;2011;10-19;2.200367205585792
Europe;2011;20-29;6.681217605425192
Europe;2011;30-39;12.639690465468288
Europe;2011;40-49;32.56488497067477
Europe;2011;50-59;82.13018782246077
Europe;2011;60-69;140.07018284709216
Europe;2011;70-79;249.69335068059058
Europe;2011;80-89;322.3626736259823
Europe;2011;90+;124.6880028182253
Europe;2012;0-9;7.45710757576711
Europe;2012;10-19;1.9797906692327012
Europe;2012;20-29;6.264552320095198
Europe;2012;30-39;12.078670411053192
Europe;2012;40-49;31.09788133150511
Europe;2012;50-59;80.60676922667346
Europe;2012;60-69;142.7129923237632
Europe;2012;70-79;249.04666679982896
Europe;2012;80-89;331.0552792545757
Europe;2012;90+;135.9507675017768
Europe;2013;0-9;7.208909191705003
Europe;2013;10-19;1.8064979472283456
Europe;2013;20-29;5.891718823714416
Europe;2013;30-39;11.701205735620517
Europe;2013;40-49;30.12897979118767
Europe;2013;50-59;79.11346329396612
Europe;2013;60-69;145.23603587023422
Europe;2013;70-79;246.37749148152398
Europe;2013;80-89;332.2194781892658
Europe;2013;90+;143.89526069029458
Europe;2014;0-9;6.875244110334668
Europe;2014;10-19;1.7004829747319594
Europe;2014;20-29;5.616738559028777
Europe;2014;30-39;11.335992918130865
Europe;2014;40-49;28.898824643768304
Europe;2014;50-59;77.06255249916487
Europe;2014;60-69;147.0415585524859
Europe;2014;70-79;242.49312152939274
Europe;2014;80-89;329.0798592783367
Europe;2014;90+;150.66561752558275
Europe;2015;0-9;6.6271349640763555
Europe;2015;10-19;1.6653962962660795
Europe;2015;20-29;5.35796867113863
Europe;2015;30-39;10.981266901639192
Europe;2015;40-49;28.394386996098703
Europe;2015;50-59;76.07794808496821
Europe;2015;60-69;152.5869702016667
Europe;2015;70-79;245.98575056965058
Europe;2015;80-89;341.6564579990969
Europe;2015;90+;165.21455170668054
Europe;2016;0-9;6.391444259150358
Europe;2016;10-19;1.5529489734205457
Europe;2016;20-29;5.001761898256919
Europe;2016;30-39;10.552531065426294
Europe;2016;40-49;27.3817858884959
Europe;2016;50-59;73.0622006347855
Europe;2016;60-69;153.27652966179943
Europe;2016;70-79;240.12655027180855
Europe;2016;80-89;336.35757422482396
Europe;2016;90+;169.54869823304733
Europe;2017;0-9;6.234869602000825
Europe;2017;10-19;1.4816076739969315
Europe;2017;20-29;4.78358353862436
Europe;2017;30-39;10.180286142438348
Europe;2017;40-49;26.509396559713636
Europe;2017;50-59;71.33777198568855
Europe;2017;60-69;154.1029885230471
Europe;2017;70-79;242.87029772529507
Europe;2017;80-89;344.3247091937341
Europe;2017;90+;178.7029595658743
Europe;2018;0-9;5.782177642356509
Europe;2018;10-19;1.4460231381393283
Europe;2018;20-29;4.573428889384963
Europe;2018;30-39;10.051065128787693
Europe;2018;40-49;25.996028824306524
Europe;2018;50-59;70.0484319084377
Europe;2018;60-69;155.25851393016163
Europe;2018;70-79;244.01398207099365
Europe;2018;80-89;344.3447518026905
Europe;2018;90+;181.41172663355354
Europe;2019;0-9;5.487305882101601
Europe;2019;10-19;1.405407099432792
Europe;2019;20-29;4.411613642208313
Europe;2019;30-39;9.775728749337159
Europe;2019;40-49;25.212067802176733
Europe;2019;50-59;67.51580826461432
Europe;2019;60-69;153.56307733886914
Europe;2019;70-79;243.99817217607108
Europe;2019;80-89;342.2706952102915
Europe;2019;90+;183.78998654980492
Europe;2020;0-9;5.233734071424481
Europe;2020;10-19;1.4989003869236606
Europe;2020;20-29;4.493364532132828
Europe;2020;30-39;10.983826474269565
Europe;2020;40-49;28.10965689227413
Europe;2020;50-59;73.68051831225715
Europe;2020;60-69;168.2496824636042
Europe;2020;70-79;275.3452010580937
Europe;2020;80-89;383.4192282956487
Europe;2020;90+;202.55402612458744
Europe;2021;0-9;5.121522183712152
Europe;2021;10-19;1.4970250384531452
Europe;2021;20-29;4.554959103254046
Europe;2021;30-39;11.483526620596601
Europe;2021;40-49;29.87964884137747
Europe;2021;50-59;77.36040003081575
Europe;2021;60-69;182.96546756022025
Europe;2021;70-79;300.4282600139626
Europe;2021;80-89;394.91871969777316
Europe;2021;90+;204.57609697625676
Latin America and the Caribbean;1950;0-9;737.3766007773152
Latin America and the Caribbean;1950;10-19;54.31472804637646
Latin America and the Caribbean;1950;20-29;75.44780479368211
Latin America and the Caribbean;1950;30-39;77.84247522704887
Latin America and the Caribbean;1950;40-49;93.57257724799356
Latin America and the Caribbean;1950;50-59;110.26497434664796
Latin America and the Caribbean;1950;60-69;156.55589907784287
Latin America and the Caribbean;1950;70-79;218.281686300729
Latin America and the Caribbean;1950;80-89;142.98095029385277
Latin America and the Caribbean;1950;90+;23.45460084709242
Latin America and the Caribbean;1951;0-9;724.6096069169087
Latin America and the Caribbean;1951;10-19;52.23809781060768
Latin America and the Caribbean;1951;20-29;72.0383102349837
Latin America and the Caribbean;1951;30-39;75.12516877745155
Latin America and the Caribbean;1951;40-49;88.6028044763863
Latin America and the Caribbean;1951;50-59;108.32714360190839
Latin America and the Caribbean;1951;60-69;151.62404369508323
Latin America and the Caribbean;1951;70-79;206.25203881172143
Latin America and the Caribbean;1951;80-89;133.69195573127655
Latin America and the Caribbean;1951;90+;19.947138375673692
Latin America and the Caribbean;1952;0-9;701.9306695594403
Latin America and the Caribbean;1952;10-19;49.23082462667765
Latin America and the Caribbean;1952;20-29;68.36225880026178
Latin America and the Caribbean;1952;30-39;70.47495877216589
Latin America and the Caribbean;1952;40-49;83.48665689767054
Latin America and the Caribbean;1952;50-59;105.10434732917663
Latin America and the Caribbean;1952;60-69;143.3612745134527
Latin America and the Caribbean;1952;70-79;196.5562118661609
Latin America and the Caribbean;1952;80-89;134.35516666413315
Latin America and the Caribbean;1952;90+;18.47140131017656
Latin America and the Caribbean;1953;0-9;679.850290166268
Latin America and the Caribbean;1953;10-19;47.02663935646602
Latin America and the Caribbean;1953;20-29;64.71237100274317
Latin America and the Caribbean;1953;30-39;66.22776472747204
Latin America and the Caribbean;1953;40-49;80.22979974564008
Latin America and the Caribbean;1953;50-59;101.95803642483595
Latin America and the Caribbean;1953;60-69;143.3848443484423
Latin America and the Caribbean;1953;70-79;189.8303157862425
Latin America and the Caribbean;1953;80-89;130.66888943078692
Latin America and the Caribbean;1953;90+;17.06287123556199
Latin America and the Caribbean;1954;0-9;661.2081994126354
Latin America and the Caribbean;1954;10-19;45.13953175728755
Latin America and the Caribbean;1954;20-29;61.56559239309011
Latin America and the Caribbean;1954;30-39;62.91269052874065
Latin America and the Caribbean;1954;40-49;76.45904583389712
Latin America and the Caribbean;1954;50-59;101.17239864133354
Latin America and the Caribbean;1954;60-69;138.91209179949968
Latin America and the Caribbean;1954;70-79;181.4029890097915
Latin America and the Caribbean;1954;80-89;119.8474671166833
Latin America and the Caribbean;1954;90+;15.776006227362254
Latin America and the Caribbean;1955;0-9;645.7382413105092
Latin America and the Caribbean;1955;10-19;43.61537741762562
Latin America and the Caribbean;1955;20-29;57.073504382032695
Latin America and the Caribbean;1955;30-39;59.68422683286351
Latin America and the Caribbean;1955;40-49;72.75939422890782
Latin America and the Caribbean;1955;50-59;101.31014846905728
Latin America and the Caribbean;1955;60-69;138.07378639752375
Latin America and the Caribbean;1955;70-79;177.570389086319
Latin America and the Caribbean;1955;80-89;110.86304502274683
Latin America and the Caribbean;1955;90+;15.646718321561051
Latin America and the Caribbean;1956;0-9;624.7284199816772
Latin America and the Caribbean;1956;10-19;40.5651737975256
Latin America and the Caribbean;1956;20-29;53.82710126869507
Latin America and the Caribbean;1956;30-39;55.99865835068922
Latin America and the Caribbean;1956;40-49;70.26344357892076
Latin America and the Caribbean;1956;50-59;99.5618100692258
Latin America and the Caribbean;1956;60-69;137.27725857922988
Latin America and the Caribbean;1956;70-79;174.4656376915656
Latin America and the Caribbean;1956;80-89;110.9604668470124
Latin America and the Caribbean;1956;90+;15.82855135388204
Latin America and the Caribbean;1957;0-9;605.2210382109012
Latin America and the Caribbean;1957;10-19;38.86306577228362
Latin America and the Caribbean;1957;20-29;51.87437814491827
Latin America and the Caribbean;1957;30-39;54.224028576181034
Latin America and the Caribbean;1957;40-49;67.51944045778427
Latin America and the Caribbean;1957;50-59;100.81963049756524
Latin America and the Caribbean;1957;60-69;137.52043590765032
Latin America and the Caribbean;1957;70-79;170.91738953494942
Latin America and the Caribbean;1957;80-89;106.5643940432027
Latin America and the Caribbean;1957;90+;15.421292934515058
Latin America and the Caribbean;1958;0-9;587.8236647477811
Latin America and the Caribbean;1958;10-19;37.32012800770379
Latin America and the Caribbean;1958;20-29;49.966995633370935
Latin America and the Caribbean;1958;30-39;51.68738954157707
Latin America and the Caribbean;1958;40-49;64.71267598585284
Latin America and the Caribbean;1958;50-59;98.61304219487295
Latin America and the Caribbean;1958;60-69;137.20800368614374
Latin America and the Caribbean;1958;70-79;167.4552824567477
Latin America and the Caribbean;1958;80-89;102.91537707103825
Latin America and the Caribbean;1958;90+;14.906832092174193
Latin America and the Caribbean;1959;0-9;564.5532976063595
Latin America and the Caribbean;1959;10-19;36.00560569942711
Latin America and the Caribbean;1959;20-29;48.06824288606964
Latin America and the Caribbean;1959;30-39;50.09713509037611
Latin America and the Caribbean;1959;40-49;63.777379467675146
Latin America and the Caribbean;1959;50-59;99.0351492273294
Latin America and the Caribbean;1959;60-69;136.1469165013395
Latin America and the Caribbean;1959;70-79;170.83616497357824
Latin America and the Caribbean;1959;80-89;101.97565431306047
Latin America and the Caribbean;1959;90+;15.390325319957809
Latin America and the Caribbean;1960;0-9;543.9532293013954
Latin America and the Caribbean;1960;10-19;34.77348177494976
Latin America and the Caribbean;1960;20-29;46.20492484800816
Latin America and the Caribbean;1960;30-39;47.95004156448136
Latin America and the Caribbean;1960;40-49;61.1966149341059
Latin America and the Caribbean;1960;50-59;96.58624901458539
Latin America and the Caribbean;1960;60-69;135.23868425054894
Latin America and the Caribbean;1960;70-79;171.39035501758687
Latin America and the Caribbean;1960;80-89;103.05856215862174
Latin America and the Caribbean;1960;90+;16.27069191220093
Latin America and the Caribbean;1961;0-9;522.362823867383
Latin America and the Caribbean;1961;10-19;34.53365398373628
Latin America and the Caribbean;1961;20-29;44.71358768371597
Latin America and the Caribbean;1961;30-39;46.218061952144296
Latin America and the Caribbean;1961;40-49;59.504712377388074
Latin America and the Caribbean;1961;50-59;95.7277187428047
Latin America and the Caribbean;1961;60-69;134.491061342201
