Continent,Year,Disease,Value
Asia,2018,Tuberculosis,12.506326530612244
Asia,2019,Cancers,117.37530612244899
Asia,2019,Cardiovascular,341.0910204081633
Asia,2019,Dementia,23.95795918367347
Asia,2019,Diharreal,9.486122448979591
Asia,2019,HIV/AIDS,2.608979591836735
Asia,2019,Malaria,0.6065306122448979
Asia,2019,Malnutrition,1.5602040816326532
Asia,2019,Smoking,102.36632653061224
Asia,2019,Tuberculosis,11.975714285714284
Europe,1990,Cancers,167.95
Europe,1990,Cardiovascular,396.9461904761905
Europe,1990,Dementia,21.845714285714287
Europe,1990,Diharreal,0.8333333333333334
Europe,1990,HIV/AIDS,1.0561904761904761
Europe,1990,Malaria,0.0
Europe,1990,Malnutrition,0.2735714285714286
Europe,1990,Smoking,153.435
Europe,1990,Tuberculosis,2.804047619047619
Europe,1991,Cancers,167.95904761904762
Europe,1991,Cardiovascular,394.18285714285713
Europe,1991,Dementia,21.903809523809525
Europe,1991,Diharreal,0.8154761904761905
Europe,1991,HIV/AIDS,1.2726190476190478
Europe,1991,Malaria,0.0
Europe,1991,Malnutrition,0.2733333333333333
Europe,1991,Smoking,152.43976190476192
Europe,1991,Tuberculosis,2.7795238095238095
Europe,1992,Cancers,167.7538095238095
Europe,1992,Cardiovascular,391.74333333333334
Europe,1992,Dementia,21.962142857142858
Europe,1992,Diharreal,0.8121428571428572
Europe,1992,HIV/AIDS,1.510952380952381
Europe,1992,Malaria,0.0
Europe,1992,Malnutrition,0.27142857142857146
Europe,1992,Smoking,151.9192857142857
Europe,1992,Tuberculosis,2.8023809523809526
Europe,1993,Cancers,168.95761904761906
Europe,1993,Cardiovascular,397.2447619047619
Europe,1993,Dementia,22.041190476190476
Europe,1993,Diharreal,0.7902380952380952
Europe,1993,HIV/AIDS,1.7592857142857143
Europe,1993,Malaria,0.0
Europe,1993,Malnutrition,0.2707142857142857
Europe,1993,Smoking,153.4295238095238
Europe,1993,Tuberculosis,2.969047619047619
Europe,1994,Cancers,169.01285714285714
Europe,1994,Cardiovascular,397.3554761904762
Europe,1994,Dementia,22.080714285714286
Europe,1994,Diharreal,0.795
Europe,1994,HIV/AIDS,2.0823809523809524
Europe,1994,Malaria,0.0
Europe,1994,Malnutrition,0.2702380952380952
Europe,1994,Smoking,153.3504761904762
Europe,1994,Tuberculosis,3.139047619047619
Europe,1995,Cancers,168.59595238095238
Europe,1995,Cardiovascular,393.68
Europe,1995,Dementia,22.121904761904762
Europe,1995,Diharreal,0.7235714285714285
Europe,1995,HIV/AIDS,2.4292857142857143
Europe,1995,Malaria,0.0
Europe,1995,Malnutrition,0.2735714285714286
Europe,1995,Smoking,151.9802380952381
Europe,1995,Tuberculosis,3.193095238095238
Europe,1996,Cancers,166.0392857142857
Europe,1996,Cardiovascular,383.28714285714284
Europe,1996,Dementia,22.11904761904762
Europe,1996,Diharreal,0.6678571428571429
Europe,1996,HIV/AIDS,2.276190476190476
Europe,1996,Malaria,0.0
Europe,1996,Malnutrition,0.27
Europe,1996,Smoking,147.4540476190476
Europe,1996,Tuberculosis,3.0507142857142857
Europe,1997,Cancers,164.91619047619048
Europe,1997,Cardiovascular,376.5780952380953
Europe,1997,Dementia,22.12404761904762
Europe,1997,Diharreal,0.6269047619047619
Europe,1997,HIV/AIDS,1.7447619047619047
Europe,1997,Malaria,0.0
Europe,1997,Malnutrition,0.27
Europe,1997,Smoking,144.36285714285714
Europe,1997,Tuberculosis,2.9083333333333337
Europe,1998,Cancers,163.89309523809524
Europe,1998,Cardiovascular,367.62619047619046
Europe,1998,Dementia,22.117619047619048
Europe,1998,Diharreal,0.6071428571428571
Europe,1998,HIV/AIDS,1.5314285714285714
Europe,1998,Malaria,0.0
Europe,1998,Malnutrition,0.2661904761904762
Europe,1998,Smoking,141.0
Europe,1998,Tuberculosis,2.7966666666666664
Europe,1999,Cancers,163.1992857142857
Europe,1999,Cardiovascular,360.69571428571425
Europe,1999,Dementia,22.117380952380955
Europe,1999,Diharreal,0.599047619047619
Europe,1999,HIV/AIDS,1.581190476190476
Europe,1999,Malaria,0.0
Europe,1999,Malnutrition,0.27380952380952384
Europe,1999,Smoking,138.21166666666667
Europe,1999,Tuberculosis,2.741904761904762
Europe,2000,Cancers,161.72166666666666
Europe,2000,Cardiovascular,351.62142857142857
Europe,2000,Dementia,22.101190476190474
Europe,2000,Diharreal,0.6052380952380952
Europe,2000,HIV/AIDS,1.5588095238095239
Europe,2000,Malaria,0.0
Europe,2000,Malnutrition,0.2733333333333333
Europe,2000,Smoking,134.56833333333333
Europe,2000,Tuberculosis,2.6735714285714285
Europe,2001,Cancers,161.27833333333334
Europe,2001,Cardiovascular,347.71999999999997
Europe,2001,Dementia,22.113809523809522
Europe,2001,Diharreal,0.608095238095238
Europe,2001,HIV/AIDS,1.4957142857142858
Europe,2001,Malaria,0.0
Europe,2001,Malnutrition,0.27095238095238094
Europe,2001,Smoking,132.3252380952381
Europe,2001,Tuberculosis,2.6535714285714285
Europe,2002,Cancers,161.3764285714286
Europe,2002,Cardiovascular,345.6816666666667
